wl,F1,F2,F3,F4,F5,F6,F7,F8,CLEAR,NIR
784,0.141822815,0.08588862,0.051985625,0.050927586,0.020899187,0.025370517,0.030058058,0.022378024,0.989367313,0
786,0.14565225,0.086504099,0.053832224,0.050150861,0.021186343,0.022456457,0.029712352,0.023111642,0.98664188,0
788,0.146360823,0.087960751,0.055893628,0.04992371,0.021650934,0.019368637,0.029897966,0.024132335,0.984741907,0
790,0.146882331,0.088517684,0.057289146,0.050035857,0.022345258,0.01668571,0.029295498,0.024692145,0.982696692,0
792,0.142951223,0.088402002,0.058189008,0.049748071,0.023220932,0.013971158,0.028424969,0.025195449,0.980138809,0
794,0.132601811,0.084545944,0.058571727,0.04938648,0.023768867,0.01256698,0.028611925,0.025979729,0.977860455,0
796,0.116941904,0.078165057,0.058424436,0.049294141,0.02460657,0.012498748,0.028619993,0.026495883,0.976499935,0
798,0.102294419,0.069314122,0.058615112,0.049744875,0.025276594,0.012577654,0.029432662,0.027220085,0.974167022,0
800,0.096213201,0.062589265,0.060041081,0.050954839,0.025715431,0.012500442,0.030335308,0.027733067,0.972471368,0
802,0.093424764,0.06093041,0.060041307,0.052532002,0.025985724,0.013649092,0.031339948,0.026772475,0.969715897,0
804,0.094142516,0.06089948,0.060910467,0.054307424,0.026010144,0.013877237,0.032244676,0.023517425,0.965804827,0
806,0.094409332,0.060967693,0.061220672,0.055939682,0.026610485,0.014722795,0.033424554,0.020362161,0.962554452,0
808,0.095696851,0.063070209,0.06195911,0.057414836,0.027085073,0.015568771,0.034412692,0.019025109,0.958763477,0
810,0.098024857,0.064186403,0.060654192,0.058661019,0.028141539,0.016571453,0.035766492,0.018816862,0.954505727,0
812,0.098159715,0.066130146,0.059395176,0.059303944,0.029130168,0.016944428,0.036455088,0.019100301,0.949468998,0
814,0.099304957,0.067548088,0.057715777,0.059256825,0.029688793,0.017937117,0.03702843,0.01980567,0.944606089,0
816,0.099302904,0.06892465,0.055615696,0.057279372,0.030942974,0.01829119,0.037296225,0.020283046,0.939747584,0
818,0.097484623,0.069878558,0.054018616,0.054447431,0.031103091,0.019578526,0.03734558,0.0207451,0.934085152,0
820,0.097499639,0.072231292,0.053841277,0.050820584,0.0318826,0.020055289,0.037069081,0.020820842,0.928207466,0
822,0.099623033,0.07330881,0.054838589,0.04796427,0.032464437,0.021151512,0.037523205,0.021319408,0.923909917,0
824,0.100768659,0.076026555,0.056607977,0.045786864,0.032533916,0.021749704,0.03737212,0.021504131,0.919320231,0
826,0.101591126,0.078410279,0.05785036,0.044295363,0.03369711,0.023266512,0.037745486,0.022027266,0.91469275,0
828,0.104034923,0.081319127,0.059124255,0.043493372,0.034053811,0.023499561,0.037895263,0.022599005,0.909955392,0
830,0.104427488,0.083756925,0.060236155,0.042796992,0.034431847,0.024642615,0.038284002,0.02307155,0.904677794,0
832,0.106614662,0.087045309,0.061816693,0.042773817,0.035470007,0.025281423,0.03881089,0.023513595,0.900007305,0
834,0.107201894,0.088052736,0.063233437,0.042429475,0.035534087,0.025736274,0.038930095,0.023646499,0.895291916,0
836,0.106379215,0.090480565,0.064006736,0.041822236,0.03560766,0.026150478,0.038813564,0.023675797,0.889278895,0
838,0.106937121,0.091136715,0.064268401,0.04077089,0.035249708,0.026384527,0.037853365,0.02284889,0.88380914,0
840,0.104245238,0.089778378,0.063817659,0.039543373,0.034679001,0.026727628,0.035515777,0.021867083,0.877540535,0
842,0.10271176,0.088113104,0.063041088,0.038500822,0.033575764,0.027181626,0.031238448,0.019788529,0.870728055,0
844,0.099888264,0.085469053,0.062296959,0.037438163,0.032625527,0.027447898,0.025885085,0.017599454,0.864236282,0
846,0.099043806,0.082822118,0.061522226,0.037439739,0.031891576,0.028411146,0.021331433,0.015982147,0.857877893,0
848,0.098887855,0.081707284,0.061786931,0.038055044,0.03140833,0.02860073,0.018317913,0.014912971,0.850981399,0
850,0.099468716,0.081248813,0.061355285,0.038053358,0.031191083,0.029478432,0.016638481,0.014319952,0.845021342,0
852,0.099496105,0.080025651,0.060839931,0.038311961,0.031612754,0.029590335,0.015891391,0.014168192,0.839155277,0.020990659
854,0.09955184,0.079353298,0.059440623,0.038375724,0.031506882,0.029651673,0.015467976,0.013873081,0.832597072,0.041292888
856,0.099879806,0.078732785,0.057873433,0.037906253,0.031475994,0.028876966,0.015364016,0.014006517,0.826520763,0.040588115
858,0.098704009,0.078201907,0.05509263,0.037010722,0.031930504,0.02798394,0.015178215,0.014129282,0.820140879,0.099723792
860,0.096705289,0.076658057,0.049887242,0.036089318,0.032172638,0.02733811,0.015129776,0.013928138,0.813583625,0.137037635
862,0.090751478,0.072875861,0.044191089,0.034376404,0.032161375,0.027220672,0.015080945,0.014082939,0.806721024,0.153755563
864,0.085062643,0.068352888,0.038204724,0.032736279,0.031916968,0.027443523,0.015012705,0.013696395,0.79953802,0.207331674
866,0.079189665,0.062040764,0.035006793,0.032596956,0.031748586,0.028124774,0.014862155,0.013032879,0.7918514,0.258669384
868,0.07633742,0.05737428,0.033552379,0.03207507,0.030544479,0.028538501,0.014573866,0.012284295,0.783887896,0.253651843
870,0.074986921,0.054861923,0.032680642,0.032197453,0.029673456,0.029266219,0.014565353,0.011717048,0.774823089,0.372942906
872,0.074084163,0.053289851,0.032214868,0.03222761,0.028544823,0.030048842,0.014198681,0.011477258,0.766455303,0.330519149
874,0.073528789,0.052134209,0.032100074,0.032309197,0.027589781,0.030687917,0.014250325,0.011350992,0.757933374,0.392086715
876,0.072487122,0.050900523,0.031706598,0.032720197,0.026903088,0.030726455,0.014355376,0.011170729,0.749324048,0.467607513
878,0.071177418,0.049538358,0.031578046,0.032161656,0.02636185,0.030433208,0.014582778,0.01099575,0.741415468,0.523657321
880,0.07005806,0.0484737,0.031326625,0.03206187,0.025999631,0.029936212,0.014862984,0.010924132,0.733031418,0.561398908
882,0.066917805,0.046673886,0.030565796,0.030929531,0.025351917,0.028806024,0.015055675,0.01055813,0.724387215,0.597094303
884,0.064179397,0.044864138,0.02983384,0.030122427,0.024113483,0.028331035,0.014936305,0.010112594,0.716280368,0.646729583
886,0.063574851,0.043105211,0.029351766,0.028965424,0.022196889,0.027362302,0.014814665,0.009542377,0.708047289,0.633734203
888,0.063326049,0.04220878,0.029603597,0.028543132,0.019816371,0.027086623,0.014564833,0.008984549,0.699683251,0.723980656
890,0.063336419,0.041788382,0.029557155,0.028749218,0.018468721,0.027007866,0.014379114,0.008623597,0.691938654,0.7380183
892,0.063710526,0.041736702,0.030108942,0.028980141,0.017594293,0.027298179,0.014251851,0.008532908,0.683427444,0.779577275
894,0.065225647,0.041987594,0.030648398,0.028999493,0.016933905,0.027033973,0.014353382,0.00844858,0.674547293,0.819729095
896,0.065327612,0.0425145,0.031223028,0.029394637,0.016641067,0.027143388,0.014452409,0.008409783,0.665875581,0.831157225
898,0.065120802,0.042310521,0.031967518,0.030157409,0.016259044,0.027321828,0.014556259,0.008528687,0.655755937,0.820356508
900,0.066437631,0.043157689,0.032805394,0.030594825,0.01629718,0.027559718,0.014782844,0.00867728,0.647060238,0.882133745
902,0.066525676,0.043628689,0.033451097,0.030966033,0.016201172,0.027778926,0.014945422,0.009010494,0.638006937,0.903058002
904,0.066266899,0.044143689,0.034215805,0.031777449,0.016014499,0.027988214,0.015199327,0.009254575,0.629173822,0.860756592
906,0.065808193,0.044141893,0.034720235,0.03226609,0.01568502,0.028276027,0.015591428,0.009602932,0.619520466,0.905900426
908,0.064673709,0.044561776,0.034917388,0.032736293,0.01559491,0.028425557,0.01574959,0.009876333,0.610447777,0.938406804
910,0.062674387,0.044325245,0.034255506,0.032843094,0.014965618,0.028393476,0.016031007,0.009989596,0.599943361,0.945491694
912,0.060118284,0.04380179,0.033484729,0.032560534,0.014272704,0.028519397,0.016304475,0.010170682,0.590730615,0.975666725
914,0.057744928,0.042995545,0.031580945,0.031587589,0.013572975,0.028637332,0.016476495,0.010205443,0.581330581,0.947604751
916,0.056421501,0.041791627,0.029725234,0.030607581,0.012852702,0.028629577,0.016481151,0.010180325,0.572032512,1
918,0.055642134,0.040911397,0.028444109,0.029793275,0.012044532,0.028988377,0.01657306,0.010256985,0.563030464,0.962285074
920,0.055851893,0.040547304,0.027614292,0.029290186,0.011745801,0.029539831,0.016612137,0.010393097,0.553584366,0.990652465
922,0.055589983,0.039988481,0.027195991,0.029042512,0.011514321,0.030582459,0.016656424,0.010724628,0.544800796,0.943481945
924,0.056215789,0.039403533,0.02704478,0.029036162,0.011266733,0.031044049,0.016662716,0.010953199,0.535968933,0.961374444
926,0.056844084,0.038741869,0.026907648,0.029199176,0.011030269,0.031917325,0.01667485,0.011432571,0.527350366,0.937440678
928,0.057129755,0.038077408,0.027116742,0.029257,0.010886449,0.032725834,0.016538504,0.01190863,0.518414199,0.93549791
930,0.05789709,0.03735047,0.027377397,0.029932177,0.010667139,0.033650684,0.01631957,0.012490978,0.510015669,0.894874958
932,0.058720508,0.037048621,0.027118005,0.030446574,0.010490599,0.034598465,0.015926643,0.013230139,0.500996623,0.906541674
934,0.05957106,0.036520818,0.027310028,0.031034311,0.01044945,0.035487789,0.015355348,0.01393505,0.492276648,0.908660897
936,0.060409139,0.036355452,0.027379729,0.031729789,0.010255233,0.03638586,0.015100787,0.014885051,0.483167764,0.878462529
938,0.061260993,0.036058464,0.027383311,0.032422234,0.010139027,0.037175884,0.014548396,0.01589465,0.473729186,0.866425623
940,0.061700662,0.035796697,0.027407615,0.033091834,0.010081593,0.037846182,0.014286863,0.017065112,0.464827581,0.855363873
942,0.061382715,0.035117749,0.027337841,0.034106718,0.009739409,0.038175957,0.014173148,0.018088824,0.45461713,0.858090031
944,0.06041809,0.034959512,0.026992171,0.034743013,0.009610929,0.038013443,0.014126897,0.01852963,0.445251486,0.815114871
946,0.058033936,0.033840998,0.026912112,0.035396764,0.009342554,0.03688608,0.014008448,0.017259807,0.435379219,0.82707762
948,0.054863099,0.033668191,0.026480431,0.035683459,0.009081956,0.035050028,0.013970567,0.014032544,0.425895668,0.80185209
950,0.052951308,0.033184317,0.026071833,0.036382943,0.009108394,0.032712377,0.013941985,0.010271997,0.415791363,0.796022015
952,0.051034586,0.032591713,0.025831423,0.036908802,0.009082759,0.030571437,0.014049795,0.007622575,0.407142173,0.780589283
954,0.049994101,0.032632649,0.025781792,0.037496227,0.008856067,0.029138263,0.014197243,0.006540632,0.398373122,0.783918226
956,0.048962527,0.033229548,0.025870318,0.038290566,0.009106092,0.028021935,0.014447666,0.006024036,0.389346411,0.769001122
958,0.048744378,0.033573699,0.026053078,0.03897716,0.00923698,0.026912637,0.014689146,0.00589526,0.380451992,0.76301445
960,0.048226349,0.034110934,0.026452062,0.039642676,0.009414298,0.026421097,0.01510886,0.005797994,0.371917499,0.766349828
962,0.048293892,0.034834532,0.026819585,0.040069001,0.009547967,0.026003715,0.0152484,0.005811622,0.363559722,0.734490719
964,0.049224872,0.035493062,0.027277162,0.040210673,0.009699094,0.025585082,0.015555031,0.005850183,0.354632915,0.773165726
966,0.049050057,0.036154346,0.027601729,0.040151132,0.009873168,0.025527356,0.015759392,0.005969766,0.346143136,0.759204214
968,0.049578315,0.036845828,0.028052489,0.03976932,0.010043351,0.025409121,0.015958542,0.006007751,0.337908424,0.72798258
970,0.050492298,0.037218199,0.028297378,0.039027212,0.010297637,0.025350547,0.01622354,0.006097818,0.329416939,0.748862968
972,0.050562129,0.037911322,0.028518196,0.037868836,0.010360854,0.025417066,0.016424737,0.006033346,0.321244194,0.735585746
974,0.051500009,0.037732181,0.028681208,0.036039651,0.01044855,0.025323789,0.016629847,0.006230522,0.31342136,0.731257629
976,0.051573198,0.03754832,0.02890284,0.033530324,0.010575526,0.025171089,0.016796176,0.006270043,0.305258169,0.735299932
978,0.052038857,0.036289996,0.029095796,0.030725333,0.010766392,0.024970338,0.016666195,0.006387182,0.297385659,0.705851178
980,0.052568017,0.034264637,0.028957624,0.02771968,0.010703238,0.024713291,0.016634312,0.006375114,0.288944666,0.726771855
982,0.051746594,0.031069445,0.028569772,0.025210936,0.010290791,0.02419051,0.01647596,0.006566847,0.280549468,0.722715534
984,0.051768837,0.027018442,0.028223489,0.023061458,0.00992599,0.023295049,0.016192012,0.006581828,0.272112913,0.718834741
986,0.051725007,0.023311861,0.027853665,0.021214007,0.009566712,0.022140959,0.01588139,0.006722727,0.26368929,0.715116938
988,0.050499318,0.02061739,0.027077154,0.020085545,0.009089627,0.020730514,0.015769233,0.006688901,0.255927882,0.695161976
990,0.050251719,0.018624431,0.026184506,0.018945556,0.008740171,0.019497785,0.015435198,0.006705593,0.247726339,0.683615318
992,0.049867427,0.017867032,0.02565125,0.018535281,0.008476386,0.018601649,0.015458158,0.006575434,0.24006397,0.688488486
994,0.049642828,0.017411668,0.024782823,0.018255243,0.008397931,0.017824116,0.015547508,0.006496786,0.232219642,0.701514353
996,0.049927115,0.017000709,0.024264077,0.018318913,0.00823943,0.017371141,0.015445104,0.006394007,0.224966725,0.674241796
998,0.049203544,0.017257594,0.023475265,0.018118056,0.008283698,0.017031671,0.015567495,0.006269202,0.218003987,0.695306722
1000,0.0492835,0.01743092,0.022725325,0.018380544,0.008288247,0.016643281,0.015626856,0.006145777,0.210461856,0.708268069
1002,0.048931437,0.017316364,0.02173527,0.018544377,0.008589705,0.016468097,0.015685844,0.006143914,0.203455776,0.713201184
1004,0.049012011,0.017406505,0.020968337,0.01873078,0.00875062,0.016242075,0.015775367,0.006046066,0.196039026,0.694415777
1006,0.048530194,0.017702185,0.02015048,0.01899102,0.008813713,0.016072976,0.015867123,0.006141326,0.189886685,0.715212333
1008,0.048141345,0.017799979,0.019651067,0.019160951,0.008918747,0.015911189,0.015964128,0.006285783,0.182515436,0.69696351
1010,0.047964747,0.018339275,0.01939685,0.019399727,0.008983465,0.015956097,0.016120922,0.006452504,0.176112552,0.702209149
1012,0.047563914,0.018387405,0.019138957,0.019441637,0.009083914,0.015790314,0.016210577,0.006497949,0.169707393,0.691668797
1014,0.047110618,0.018840923,0.019220361,0.019725238,0.009147756,0.0157332,0.016304608,0.00670988,0.163345989,0.65819323
1016,0.046784554,0.01876654,0.01914448,0.019858879,0.009246486,0.015620041,0.016453125,0.006777192,0.156976228,0.671020478
1018,0.046853244,0.019027859,0.019206536,0.020056857,0.009276277,0.015369466,0.01664618,0.006990596,0.150567882,0.676690852
1020,0.046243682,0.019176395,0.019246019,0.019957869,0.009367046,0.015227909,0.016723785,0.007088981,0.1441413,0.667258429
1022,0.045636014,0.019600236,0.019284759,0.020022001,0.009418868,0.014934788,0.016860842,0.007279685,0.138084939,0.665506159
1024,0.045036062,0.019432615,0.019414297,0.019785571,0.009490429,0.01444268,0.016878546,0.007330946,0.131960325,0.663829873
1026,0.044542577,0.019398747,0.019410094,0.019333321,0.009340721,0.013812578,0.016939231,0.007480281,0.125850527,0.655055974
1028,0.043512485,0.019214075,0.019116251,0.018564268,0.009308482,0.012937226,0.016645292,0.007539054,0.119744179,0.638915039
1030,0.042339735,0.019191388,0.019202195,0.017511131,0.009183838,0.012142919,0.016292759,0.007653093,0.114181429,0.621694983
1032,0.041546878,0.018947941,0.019006949,0.016453307,0.009104152,0.011211552,0.015625697,0.007656903,0.108450247,0.605011308
1034,0.041007183,0.018382831,0.018889299,0.015529297,0.008906431,0.010528107,0.014982654,0.007610218,0.103077326,0.588055346
1036,0.04043829,0.018381015,0.018730437,0.014738525,0.008792783,0.010106524,0.014267282,0.007684865,0.097712365,0.571709161
1038,0.039888437,0.018084377,0.018694089,0.014184466,0.008574807,0.009525446,0.013714895,0.007612403,0.092529892,0.547220994
1040,0.03927929,0.01782272,0.018576049,0.01381912,0.008429888,0.009410747,0.013161208,0.007690922,0.087378567,0.531354826
1042,0.038918392,0.017581217,0.018449576,0.013515339,0.008481361,0.009108624,0.012711671,0.007732235,0.082556568,0.493667666
1044,0.038420044,0.01730846,0.018231874,0.013233349,0.008330897,0.009087142,0.012240333,0.007713999,0.078152382,0.492503389
1046,0.038232058,0.017053763,0.018119913,0.012920028,0.008245033,0.008877413,0.011782805,0.007703428,0.073730942,0.469472614
1048,0.037519798,0.016798654,0.017990336,0.012749277,0.00815895,0.008786288,0.011587028,0.007573961,0.069476007,0.469874372
1050,0.036851104,0.016387053,0.017671796,0.012501945,0.008015686,0.008772204,0.011274838,0.00756182,0.065440424,0.439335699
1052,0.0362375,0.01594067,0.017315063,0.01243113,0.007818039,0.008345639,0.010997372,0.007465,0.061499209,0.422806149
1054,0.035539837,0.01545012,0.016950731,0.012150812,0.007654152,0.008210763,0.010715501,0.007274622,0.057717609,0.384001913
1056,0.034664189,0.015228199,0.016486026,0.011991252,0.007454453,0.008145213,0.010490196,0.007125319,0.054208244,0.375847742
1058,0.033959365,0.014831932,0.016039127,0.011664635,0.007281158,0.007990508,0.010188918,0.007005934,0.050927477,0.346006445
1060,0.033408033,0.014493424,0.015580761,0.011436008,0.006914736,0.007789801,0.010011836,0.006774651,0.047802893,0.325714945
1062,0.032674976,0.014038054,0.014928914,0.011191939,0.006861602,0.00765834,0.010008575,0.006582519,0.04493963,0.283688885
1064,0.031902082,0.01363117,0.014453546,0.010864544,0.006683649,0.007519682,0.009844479,0.00638636,0.042333688,0.291525305
1066,0.031255292,0.013085725,0.014086877,0.010624278,0.006401024,0.007346873,0.009635639,0.006161357,0.039926312,0.26820976
1068,0.030604346,0.013077325,0.013632205,0.010518461,0.006248368,0.007418889,0.009630487,0.005981347,0.037689794,0.230133284
1070,0.029972549,0.012540069,0.013215949,0.01005763,0.006210657,0.007249119,0.009454943,0.005760427,0.035761046,0.229425136
1072,0.028915781,0.012328137,0.012762551,0.009748045,0.005923415,0.006943536,0.009205976,0.005571027,0.033946008,0.214262489
1074,0.026774214,0.011948832,0.01221883,0.009389703,0.00586922,0.006798191,0.00885814,0.005324981,0.032032961,0.192135523
1076,0.02542778,0.011450587,0.011900534,0.008825255,0.00564677,0.006650325,0.008565282,0.005166815,0.030437054,0.147771169
1078,0.024474077,0.01128403,0.011465286,0.008347927,0.005566483,0.006370639,0.008029024,0.004997857,0.028908868,0.162898885
1080,0.023317441,0.010888308,0.010971986,0.007824433,0.005356882,0.006188851,0.007491519,0.004783729,0.027543251,0.148431225
1082,0.021955358,0.010498101,0.010791738,0.007322172,0.005168167,0.006037578,0.006872518,0.004690425,0.026204163,0.118667939
1084,0.021472995,0.010295266,0.01061765,0.006888284,0.005107491,0.005856621,0.006274865,0.004589733,0.02500369,0.096671695
1086,0.020159202,0.010083136,0.010463119,0.006651149,0.00494935,0.005719391,0.005728182,0.0044169,0.023611597,0.104297909
1088,0.019597049,0.009687919,0.010278219,0.006417281,0.004795367,0.005664026,0.005340589,0.004321673,0.022426376,0.104186439
1090,0.019105638,0.009674386,0.010159617,0.006411114,0.004751843,0.00553051,0.004883662,0.004355515,0.021265914,0.067149909
1092,0.018525266,0.009577464,0.009848944,0.006193676,0.004667637,0.005321969,0.004550621,0.004210685,0.02000612,0.067011121
1094,0.017980382,0.009264064,0.0097967,0.006079058,0.004590898,0.005291411,0.004360536,0.004180197,0.019078837,0.067249034
1096,0.01754255,0.009209332,0.00972153,0.005841146,0.004471092,0.005084695,0.00414703,0.004150209,0.017993544,0.05221334
1098,0.016977384,0.009078956,0.009485173,0.005856469,0.004277359,0.005048538,0.004010466,0.004070143,0.017041568,0.044871699
1100,0.01645253,0.008936175,0.009340694,0.005520834,0.004283154,0.00483601,0.003851437,0.003967257,0.016104966,0.037280945
